problem,solver,best_fitness,execution_time,max_iterations,population_size,offspring_size,generations,strategy
problem_r1_1000,HC (Simulated Annealing),7631.196375257503,1.7894330024719238,10000.0,,,,
problem_r1_1000,EC (Best),5320.890253959862,372.20898818969727,,150.0,300.0,100.0,"mu,lambda"
