problem,solver,best_fitness,execution_time,population_size,offspring_size,generations,strategy,mutation_rate
problem_r2_50,EC,-2242.222326647713,0.6288821697235107,50,100,100,mu+lambda,0.1
problem_r2_50,EC,-2168.551351732948,0.6587221622467041,50,100,100,"mu,lambda",0.1
problem_r2_50,EC,-2227.5875873665204,1.2387762069702148,50,200,100,mu+lambda,0.1
problem_r2_50,EC,-2198.0814634279186,1.2899620532989502,50,200,100,"mu,lambda",0.1
problem_r2_50,EC,-2172.8339719523756,2.0929248332977295,50,300,100,mu+lambda,0.1
problem_r2_50,EC,-2193.2041030438654,1.936302900314331,50,300,100,"mu,lambda",0.1
problem_r2_50,EC,-2212.2685704169694,0.7994649410247803,100,100,100,mu+lambda,0.1
problem_r2_50,EC,-2235.514711951426,0.7686760425567627,100,100,100,"mu,lambda",0.1
problem_r2_50,EC,-2235.573338099523,1.5120759010314941,100,200,100,mu+lambda,0.1
problem_r2_50,EC,-2213.191327747828,1.6541850566864014,100,200,100,"mu,lambda",0.1
problem_r2_50,EC,-2208.8340388154957,2.2847044467926025,100,300,100,mu+lambda,0.1
problem_r2_50,EC,-2185.7187895356897,2.235663890838623,100,300,100,"mu,lambda",0.1
problem_r2_50,EC,-2192.742564769177,0.8988919258117676,150,100,100,mu+lambda,0.1
problem_r2_50,EC,-2213.01022012289,0.783419132232666,150,100,100,"mu,lambda",0.1
problem_r2_50,EC,-2229.3791391342816,1.7003669738769531,150,200,100,mu+lambda,0.1
problem_r2_50,EC,-2221.7605737528943,1.769779920578003,150,200,100,"mu,lambda",0.1
problem_r2_50,EC,-2193.3835809735383,2.7020747661590576,150,300,100,mu+lambda,0.1
problem_r2_50,EC,-2237.104270969204,2.4968457221984863,150,300,100,"mu,lambda",0.1
problem_r2_50,EC,-2166.64889717629,0.6260850429534912,50,100,100,mu+lambda,0.2
problem_r2_50,EC,-2244.7682120408326,0.6696009635925293,50,100,100,"mu,lambda",0.2
problem_r2_50,EC,-2199.11798376293,1.3468620777130127,50,200,100,mu+lambda,0.2
problem_r2_50,EC,-2180.7859921186305,1.333975076675415,50,200,100,"mu,lambda",0.2
problem_r2_50,EC,-2171.17357855605,1.9748749732971191,50,300,100,mu+lambda,0.2
problem_r2_50,EC,-2219.0081687777656,1.885923147201538,50,300,100,"mu,lambda",0.2
problem_r2_50,EC,-2198.559452634414,0.7963972091674805,100,100,100,mu+lambda,0.2
problem_r2_50,EC,-2189.122981564929,0.7596688270568848,100,100,100,"mu,lambda",0.2
problem_r2_50,EC,-2176.9224930098126,1.5123841762542725,100,200,100,mu+lambda,0.2
problem_r2_50,EC,-2196.6177756986544,1.4932379722595215,100,200,100,"mu,lambda",0.2
problem_r2_50,EC,-2188.1559763293635,2.2093088626861572,100,300,100,mu+lambda,0.2
problem_r2_50,EC,-2238.5157748962033,2.2989609241485596,100,300,100,"mu,lambda",0.2
problem_r2_50,EC,-2209.96226363408,0.8918790817260742,150,100,100,mu+lambda,0.2
problem_r2_50,EC,-2200.2673957111797,0.8184409141540527,150,100,100,"mu,lambda",0.2
problem_r2_50,EC,-2229.2231491095404,1.679565668106079,150,200,100,mu+lambda,0.2
problem_r2_50,EC,-2231.055395575184,1.661808967590332,150,200,100,"mu,lambda",0.2
problem_r2_50,EC,-2232.128506173391,2.4557268619537354,150,300,100,mu+lambda,0.2
problem_r2_50,EC,-2223.7328315918908,2.5342342853546143,150,300,100,"mu,lambda",0.2
problem_r2_50,EC,-2193.166977664134,0.6421740055084229,50,100,100,mu+lambda,0.3
problem_r2_50,EC,-2171.489971567404,0.6536409854888916,50,100,100,"mu,lambda",0.3
problem_r2_50,EC,-2164.123092021052,1.2748370170593262,50,200,100,mu+lambda,0.3
problem_r2_50,EC,-2139.7375744758247,1.2786002159118652,50,200,100,"mu,lambda",0.3
problem_r2_50,EC,-2161.474826350684,2.01216983795166,50,300,100,mu+lambda,0.3
problem_r2_50,EC,-2173.758968999208,2.1079187393188477,50,300,100,"mu,lambda",0.3
problem_r2_50,EC,-2165.3291523687662,0.7537941932678223,100,100,100,mu+lambda,0.3
problem_r2_50,EC,-2227.024614828279,0.7497978210449219,100,100,100,"mu,lambda",0.3
problem_r2_50,EC,-2165.146897360927,1.5218138694763184,100,200,100,mu+lambda,0.3
problem_r2_50,EC,-2176.9962030782667,1.4478867053985596,100,200,100,"mu,lambda",0.3
problem_r2_50,EC,-2148.69895337088,2.05179500579834,100,300,100,mu+lambda,0.3
problem_r2_50,EC,-2177.104453458864,1.9491469860076904,100,300,100,"mu,lambda",0.3
problem_r2_50,EC,-2195.626713627267,0.8888759613037109,150,100,100,mu+lambda,0.3
problem_r2_50,EC,-2229.7062899783327,0.7878851890563965,150,100,100,"mu,lambda",0.3
problem_r2_50,EC,-2196.3433818588414,1.5156469345092773,150,200,100,mu+lambda,0.3
problem_r2_50,EC,-2184.223512652943,1.29886794090271,150,200,100,"mu,lambda",0.3
problem_r2_50,EC,-2184.808589205638,1.8067231178283691,150,300,100,mu+lambda,0.3
problem_r2_50,EC,-2185.058002773788,1.8498938083648682,150,300,100,"mu,lambda",0.3
