problem,solver,best_fitness,execution_time,max_iterations,population_size,offspring_size,generations,strategy
problem_r1_50,HC (Simulated Annealing),717.8181499598543,0.1265549659729004,10000.0,,,,
problem_r1_50,EC (Best),561.2870859167022,2.2623610496520996,,150.0,300.0,100.0,"mu,lambda"
