problem,solver,best_fitness,execution_time,max_iterations,population_size,offspring_size,generations,strategy
problem_g_100,HC (Simulated Annealing),4513.631303594354,0.2023177146911621,10000.0,,,,
problem_g_100,EC (Best),4435.108689334303,1.3631701469421387,,50.0,100.0,100.0,mu+lambda
