problem,solver,best_fitness,execution_time,max_iterations,population_size,offspring_size,generations,strategy
problem_r2_200,HC (Simulated Annealing),-8319.95433952034,0.35079503059387207,10000.0,,,,
problem_r2_200,EC (Best),-9432.647287616222,9.742402076721191,,150.0,300.0,100.0,"mu,lambda"
