problem,solver,best_fitness,execution_time,population_size,offspring_size,generations,strategy,mutation_rate
problem_g_1000,EC,31942.705902652262,123.5796890258789,50,100,100,mu+lambda,0.1
problem_g_1000,EC,35063.11065427863,129.96092128753662,50,100,100,"mu,lambda",0.1
problem_g_1000,EC,34865.82186230997,245.48221588134766,50,200,100,mu+lambda,0.1
problem_g_1000,EC,34421.234440991044,238.63117694854736,50,200,100,"mu,lambda",0.1
problem_g_1000,EC,34708.13157425036,353.46913409233093,50,300,100,mu+lambda,0.1
problem_g_1000,EC,31173.46982602265,346.26460576057434,50,300,100,"mu,lambda",0.1
problem_g_1000,EC,31997.599224562597,137.9957880973816,100,100,100,mu+lambda,0.1
problem_g_1000,EC,33037.12747482447,137.18332600593567,100,100,100,"mu,lambda",0.1
problem_g_1000,EC,31219.61050595568,242.6718990802765,100,200,100,mu+lambda,0.1
problem_g_1000,EC,32059.456705726614,244.67587280273438,100,200,100,"mu,lambda",0.1
problem_g_1000,EC,30055.450717146625,344.7679181098938,100,300,100,mu+lambda,0.1
problem_g_1000,EC,33136.40868691966,365.0058970451355,100,300,100,"mu,lambda",0.1
problem_g_1000,EC,31459.637311068123,144.82791090011597,150,100,100,mu+lambda,0.1
problem_g_1000,EC,31733.98601250341,148.3569209575653,150,100,100,"mu,lambda",0.1
problem_g_1000,EC,32872.355671862366,253.5039529800415,150,200,100,mu+lambda,0.1
problem_g_1000,EC,32547.907316818477,254.45856976509094,150,200,100,"mu,lambda",0.1
problem_g_1000,EC,31833.20369447865,365.2132759094238,150,300,100,mu+lambda,0.1
problem_g_1000,EC,32848.481463681084,367.9015018939972,150,300,100,"mu,lambda",0.1
problem_g_1000,EC,33184.72437521177,123.1047248840332,50,100,100,mu+lambda,0.2
problem_g_1000,EC,34015.90582324522,121.45427298545837,50,100,100,"mu,lambda",0.2
problem_g_1000,EC,31314.789212950556,225.65206599235535,50,200,100,mu+lambda,0.2
problem_g_1000,EC,34848.07995985794,230.8681480884552,50,200,100,"mu,lambda",0.2
problem_g_1000,EC,30195.12333962996,331.7472290992737,50,300,100,mu+lambda,0.2
problem_g_1000,EC,34734.543862694474,354.56976890563965,50,300,100,"mu,lambda",0.2
problem_g_1000,EC,32693.524052178927,138.31554508209229,100,100,100,mu+lambda,0.2
problem_g_1000,EC,35702.995801977224,138.6615858078003,100,100,100,"mu,lambda",0.2
problem_g_1000,EC,31973.684828734273,239.04589104652405,100,200,100,mu+lambda,0.2
problem_g_1000,EC,32400.490018003373,243.031907081604,100,200,100,"mu,lambda",0.2
problem_g_1000,EC,32440.54939019998,353.3815858364105,100,300,100,mu+lambda,0.2
problem_g_1000,EC,33421.439230091506,374.43335723876953,100,300,100,"mu,lambda",0.2
problem_g_1000,EC,33540.7573097539,148.86076712608337,150,100,100,mu+lambda,0.2
problem_g_1000,EC,31612.587705762133,145.8677999973297,150,100,100,"mu,lambda",0.2
problem_g_1000,EC,33569.800720475905,268.95695400238037,150,200,100,mu+lambda,0.2
problem_g_1000,EC,31262.32856987784,263.064071893692,150,200,100,"mu,lambda",0.2
problem_g_1000,EC,32707.273447262818,380.05415296554565,150,300,100,mu+lambda,0.2
problem_g_1000,EC,31338.072984647537,381.82240891456604,150,300,100,"mu,lambda",0.2
problem_g_1000,EC,30996.851779002645,119.64090323448181,50,100,100,mu+lambda,0.3
problem_g_1000,EC,35118.31146327151,129.223158121109,50,100,100,"mu,lambda",0.3
problem_g_1000,EC,32598.428447557962,244.41173696517944,50,200,100,mu+lambda,0.3
problem_g_1000,EC,35003.79958008262,249.50581097602844,50,200,100,"mu,lambda",0.3
problem_g_1000,EC,31652.799053289327,342.8362476825714,50,300,100,mu+lambda,0.3
problem_g_1000,EC,32695.484767687005,344.1210141181946,50,300,100,"mu,lambda",0.3
problem_g_1000,EC,33916.81058743712,143.69368815422058,100,100,100,mu+lambda,0.3
problem_g_1000,EC,32913.77308885086,140.88089084625244,100,100,100,"mu,lambda",0.3
problem_g_1000,EC,32263.16968349777,243.08358502388,100,200,100,mu+lambda,0.3
problem_g_1000,EC,31676.521917688053,242.39821791648865,100,200,100,"mu,lambda",0.3
problem_g_1000,EC,33445.23209077109,320.14250898361206,100,300,100,mu+lambda,0.3
problem_g_1000,EC,31685.21723268354,294.9770202636719,100,300,100,"mu,lambda",0.3
problem_g_1000,EC,31526.75118132427,149.54349207878113,150,100,100,mu+lambda,0.3
problem_g_1000,EC,32219.466864275008,149.99073195457458,150,100,100,"mu,lambda",0.3
problem_g_1000,EC,32487.49233253546,212.5152337551117,150,200,100,mu+lambda,0.3
problem_g_1000,EC,32352.9952617931,210.9086058139801,150,200,100,"mu,lambda",0.3
problem_g_1000,EC,32165.339273907903,260.91807889938354,150,300,100,mu+lambda,0.3
problem_g_1000,EC,33046.07802571536,244.47744011878967,150,300,100,"mu,lambda",0.3
