problem,solver,best_fitness,execution_time,max_iterations,population_size,offspring_size,generations,strategy
problem_r2_500,HC (Simulated Annealing),-21618.315479381006,0.9596271514892578,10000.0,,,,
problem_r2_500,EC (Best),-23401.710225971347,101.32102704048157,,150.0,300.0,100.0,"mu,lambda"
