problem,solver,best_fitness,execution_time,max_iterations,population_size,offspring_size,generations,strategy
problem_g_200,HC (Simulated Annealing),7992.8858420520855,0.40123605728149414,10000.0,,,,
problem_g_200,EC (Best),7502.233719143013,4.656016111373901,,150.0,100.0,100.0,"mu,lambda"
