problem,solver,best_fitness,execution_time,max_iterations,population_size,offspring_size,generations,strategy
problem_r1_500,HC (Simulated Annealing),3694.7543160290293,0.9902400970458984,10000.0,,,,
problem_r1_500,EC (Best),2891.183257382308,71.57402610778809,,100.0,200.0,100.0,"mu,lambda"
