problem,solver,best_fitness,execution_time,population_size,offspring_size,generations,strategy,mutation_rate
problem_g_100,EC,5078.824277498826,1.4969699382781982,50,100,100,mu+lambda,0.1
problem_g_100,EC,5358.03386083511,1.5807380676269531,50,100,100,"mu,lambda",0.1
problem_g_100,EC,4769.053422076952,2.9487318992614746,50,200,100,mu+lambda,0.1
problem_g_100,EC,5122.543208106589,3.010338068008423,50,200,100,"mu,lambda",0.1
problem_g_100,EC,5163.74595079419,4.732212066650391,50,300,100,mu+lambda,0.1
problem_g_100,EC,4812.040415849408,4.293967247009277,50,300,100,"mu,lambda",0.1
problem_g_100,EC,5241.2218951378445,1.6426842212677002,100,100,100,mu+lambda,0.1
problem_g_100,EC,4952.141173721542,1.632643222808838,100,100,100,"mu,lambda",0.1
problem_g_100,EC,5107.261514831807,3.4305949211120605,100,200,100,mu+lambda,0.1
problem_g_100,EC,5268.566008242275,3.30775785446167,100,200,100,"mu,lambda",0.1
problem_g_100,EC,5010.107190999422,4.995444059371948,100,300,100,mu+lambda,0.1
problem_g_100,EC,5014.775237679915,4.79540491104126,100,300,100,"mu,lambda",0.1
problem_g_100,EC,4755.39116065345,1.7908637523651123,150,100,100,mu+lambda,0.1
problem_g_100,EC,5198.856452426475,1.7121410369873047,150,100,100,"mu,lambda",0.1
problem_g_100,EC,4752.99461404211,3.7962591648101807,150,200,100,mu+lambda,0.1
problem_g_100,EC,4797.650710629041,3.46948504447937,150,200,100,"mu,lambda",0.1
problem_g_100,EC,4787.714003241524,5.165663003921509,150,300,100,mu+lambda,0.1
problem_g_100,EC,4782.922419711826,5.121368169784546,150,300,100,"mu,lambda",0.1
problem_g_100,EC,5262.025578819934,1.5693812370300293,50,100,100,mu+lambda,0.2
problem_g_100,EC,5342.644207084882,1.583160638809204,50,100,100,"mu,lambda",0.2
problem_g_100,EC,5187.9347461801435,3.031471014022827,50,200,100,mu+lambda,0.2
problem_g_100,EC,4693.247741760113,2.9572651386260986,50,200,100,"mu,lambda",0.2
problem_g_100,EC,4819.014185300338,4.226287841796875,50,300,100,mu+lambda,0.2
problem_g_100,EC,4902.82951485017,4.2340428829193115,50,300,100,"mu,lambda",0.2
problem_g_100,EC,5480.8257772926645,1.7310819625854492,100,100,100,mu+lambda,0.2
problem_g_100,EC,4866.237866228985,1.7002451419830322,100,100,100,"mu,lambda",0.2
problem_g_100,EC,5034.421403489017,3.2234199047088623,100,200,100,mu+lambda,0.2
problem_g_100,EC,4967.362868464566,3.2457098960876465,100,200,100,"mu,lambda",0.2
problem_g_100,EC,4860.922620285831,4.8798840045928955,100,300,100,mu+lambda,0.2
problem_g_100,EC,5168.592266025452,4.8322179317474365,100,300,100,"mu,lambda",0.2
problem_g_100,EC,4870.157653985918,1.826662302017212,150,100,100,mu+lambda,0.2
problem_g_100,EC,5285.095820497962,1.71700119972229,150,100,100,"mu,lambda",0.2
problem_g_100,EC,4693.993693112429,3.3801639080047607,150,200,100,mu+lambda,0.2
problem_g_100,EC,5421.541980681197,3.873378038406372,150,200,100,"mu,lambda",0.2
problem_g_100,EC,4729.47513268366,5.176620244979858,150,300,100,mu+lambda,0.2
problem_g_100,EC,5009.680253727938,5.2361509799957275,150,300,100,"mu,lambda",0.2
problem_g_100,EC,4435.108689334303,1.3631701469421387,50,100,100,mu+lambda,0.3
problem_g_100,EC,5329.396903422127,1.478686809539795,50,100,100,"mu,lambda",0.3
problem_g_100,EC,5123.8602409335,2.8273210525512695,50,200,100,mu+lambda,0.3
problem_g_100,EC,5523.303665345681,3.217824935913086,50,200,100,"mu,lambda",0.3
problem_g_100,EC,4746.815518265497,4.331380844116211,50,300,100,mu+lambda,0.3
problem_g_100,EC,4958.909889972807,4.370608806610107,50,300,100,"mu,lambda",0.3
problem_g_100,EC,5075.913343614148,1.6830039024353027,100,100,100,mu+lambda,0.3
problem_g_100,EC,5366.394376032885,1.7172961235046387,100,100,100,"mu,lambda",0.3
problem_g_100,EC,4541.925734876402,3.107654094696045,100,200,100,mu+lambda,0.3
problem_g_100,EC,5128.486425094301,3.2874062061309814,100,200,100,"mu,lambda",0.3
problem_g_100,EC,4456.827944015604,4.084843873977661,100,300,100,mu+lambda,0.3
problem_g_100,EC,5205.112399475141,4.197225093841553,100,300,100,"mu,lambda",0.3
problem_g_100,EC,4795.343766728018,1.7586710453033447,150,100,100,mu+lambda,0.3
problem_g_100,EC,4721.493012661276,1.5857372283935547,150,100,100,"mu,lambda",0.3
problem_g_100,EC,4752.840810928389,2.978203773498535,150,200,100,mu+lambda,0.3
problem_g_100,EC,4868.980787709946,2.5874812602996826,150,200,100,"mu,lambda",0.3
problem_g_100,EC,4717.439693692788,3.5211501121520996,150,300,100,mu+lambda,0.3
problem_g_100,EC,4805.714005706014,3.6705050468444824,150,300,100,"mu,lambda",0.3
