problem,solver,best_fitness,execution_time,max_iterations,population_size,offspring_size,generations,strategy
problem_g_10,HC (Simulated Annealing),1497.663648225291,0.06240200996398926,10000.0,,,,
problem_g_10,EC (Best),1497.6636482252907,0.3675110340118408,,50.0,100.0,100.0,mu+lambda
